20,1
22,1
436,1
600,1
abgeordneten,1
abgeordnetenvergütung,1
afd,2
alleine,1
allmacht,1
anderslautenden,1
arbeit,1
arbeitskraft,1
art,1
auferlegt,1
ausbeutung,1
ausschließlich,1
autoritären,2
bedeutsamer,1
befähigung,1
behauptungen,1
behördlich,1
beinhaltet,1
bereits,1
beruflichen,1
berufspolitiker,1
bestechung,2
beteiligung,1
bundeshaushalts,1
bundesregierung,1
bundestagsabgeordnete,1
bundestagsabgeordneten,1
bürger,1
dabei,1
darauf,1
darf,1
demokratie,3
demokratien,1
denen,1
deren,1
deshalb,2
deutlich,2
deutschland,1
dienst,1
direkter,1
eigenen,1
eignung,2
eindämmen,1
einführung,1
einhalt,2
einwirkung,1
einzelne,1
elemente,1
endlich,1
energiewende,1
entgegen,1
entgegenzutreten,1
entscheiden,1
entscheidungen,2
entsprechende,1
entspricht,1
etablierten,1
eu,1
euro,2
fachlichen,1
fachlicher,1
fall,1
ferner,3
finanzierung,1
finden,1
folgende,1
fordert,1
freie,1
friedfertiger,1
garantierten,1
gebaren,2
gebieten,2
gebracht,1
gefährden,1
gegner,1
gelten,1
gemeinwohlorientierter,1
geschlossen,1
gesetz,1
gestellt,1
geändert,1
grundgesetz,1
grundgesetzlich,1
grundsätze,1
halten,3
hervorzuheben,1
hinsichtlich,2
hunderten,1
idealismus,1
inhalt,1
insbesondere,3
institutionen,1
instrument,1
islamisierung,1
jeglicher,1
jährlich,1
kabinetten,1
kandidaten,1
kandidatur,1
koalitionsvereinbarungen,1
kommt,1
konkreten,1
kumulierens,1
lassen,1
leistung,1
listenwahl,1
lobbyismus,1
lobbyisten,2
loyal,1
lösungen,1
mandat,1
mandatsträger,1
maßnahmen,1
medienunternehmen,1
mehr,2
migration,1
millionen,1
missbraucht,1
mitarbeiter,1
mitarbeiterpauschale,1
mitbestimmung,1
mittel,2
mitteln,1
modell,3
monatlich,1
motivation,1
mutige,1
möglichkeit,1
nation,1
nebentätigkeiten,2
nehmen,1
organisierte,1
panaschierens,1
parlamentariern,2
parlamentarischen,1
parlamente,1
parlamentsvorbehalt,1
parteien,3
parteipolitischer,1
parteipolitisches,1
pflicht,1
pflichten,1
politische,1
politischer,2
prüfstand,1
qualifikation,1
rechnungshöfe,1
rechten,1
rechtsund,1
reformieren,1
reformiert,1
regeln,1
regelungen,3
regierungen,1
regierungspolitiker,2
richter,1
sanktionen,1
satzung,1
schicksalhaften,1
schicksalsfragen,1
schnellstmöglich,1
schweizer,3
schützen,1
selbstermächtigungen,1
setzen,1
sogenannter,1
souverän,1
spitzenpersonal,1
staat,1
staates,2
stiftungen,1
streichens,1
teilweise,2
totalitären,2
tragfähige,1
treten,1
träger,1
unabhängig,1
unmittelbare,2
unternehmen,1
unverzichtbares,2
urteilen,1
verboten,1
verfassungsgerichte,1
verfassungsschutz,2
verfassungswidrige,1
vergeben,1
verhandelbarer,1
verhindern,2
verrichten,1
verschärfen,2
vertrag,1
vertragsbrüchen,1
vertrauen,1
verwaltung,1
volk,1
volkes,1
volksabstimmungen,2
volksentscheide,1
volksvertreter,1
volle,1
vorbildlichen,1
völkerrechtlicher,1
weitsichtiger,1
wichtigen,1
widerstand,1
widmen,1
wurden,1
währungskrisen,1
zufließen,1
zugleich,1
zukunft,1
zustehende,1
zustimmung,1
ämter,1
öffentliche,1
öffentlichen,1
überhöht,1
